transaction_id,customer_id,amount,customer_age,category,transaction_date
71,5746,227.91870893195158,70,other,2025-01-16
72,3500,274.3867132213297,44,dining,2025-01-11
73,4695,255.20672175222427,58,clothing,2025-01-09
74,8172,292.8547471526566,33,electronics,2025-01-05
75,5076,207.19373281049857,74,other,2025-01-15
76,8786,194.06341189466883,52,groceries,2025-01-10
77,9512,210.10313683202713,69,dining,2025-01-16
78,3694,7.707881410322784,58,other,2025-01-20
79,5731,200.14978860810086,37,groceries,2025-01-27
80,5742,320.88651867477665,52,clothing,2025-01-27
81,5886,165.73332174398146,38,groceries,2025-01-24
82,1643,113.12185860321748,52,clothing,2025-01-24
83,4328,257.5104936577652,71,health,2025-01-18
84,6248,414.2114189078223,67,travel,2025-01-04
85,9263,182.83330592000186,42,dining,2025-01-08
86,3140,255.7592420096701,59,dining,2025-01-11
87,6796,181.9899495466261,21,clothing,2025-01-03
88,7883,119.33858738957717,53,travel,2025-01-08
89,9317,183.83795625360025,50,other,2025-01-23
90,2562,185.37628652568938,28,clothing,2025-01-10
91,7067,191.91089739758425,70,clothing,2025-01-15
92,3814,127.63166910270456,24,electronics,2025-01-26
93,4960,113.84715661429517,71,health,2025-01-11
94,1130,102.89449814844292,32,groceries,2025-01-08
95,7499,213.04140423819172,64,dining,2025-01-06
96,1292,219.19604402579037,33,groceries,2025-01-06
97,4365,296.1497903784675,29,entertainment,2025-01-25
98,5469,289.0717041788133,41,groceries,2025-01-19
99,7020,150.0846354398791,64,travel,2025-01-03
100,5214,169.33516747612376,42,travel,2025-01-15
101,8549,160.677606504036,58,clothing,2025-01-05
102,2149,109.97960629090352,38,entertainment,2025-01-04
103,3359,174.12739899997075,47,health,2025-01-01
104,3317,97.55857992128774,32,other,2025-01-13
105,4417,75.95309757684976,23,clothing,2025-01-23
106,1028,276.67699278739065,54,entertainment,2025-01-02
107,4863,213.35412773169162,24,dining,2025-01-04
108,4429,152.73583815993928,24,travel,2025-01-13
109,6268,257.4405443360728,19,travel,2025-01-17
110,6182,263.181311839295,20,groceries,2025-01-15
111,3531,325.3072109789639,63,health,2025-01-16
112,4845,182.82381003316428,42,electronics,2025-01-13
113,5527,228.2176677289257,67,entertainment,2025-01-19
114,8515,185.26992240562822,35,other,2025-01-22
115,1691,169.6375105110648,68,dining,2025-01-18
116,6547,293.4802434596031,55,groceries,2025-01-26
117,1721,250.62241450680082,50,dining,2025-01-26
118,3394,134.89241258835597,31,travel,2025-01-19
119,4995,219.1171824348987,27,dining,2025-01-01
120,8298,264.8472845516238,66,other,2025-01-15
121,4030,202.48724905183371,70,dining,2025-01-17
122,5494,210.8693286065389,35,other,2025-01-09
123,6209,398.8924737536212,50,travel,2025-01-14
124,7828,150.1913737050007,51,other,2025-01-14
125,4561,167.91037837456972,25,entertainment,2025-01-22
126,6094,333.1861844880481,61,other,2025-01-07
127,8548,227.29328843108055,74,clothing,2025-01-23
128,4936,206.43274691769295,74,health,2025-01-15
129,9440,119.40987127218429,72,dining,2025-01-25
130,4564,243.38250543342195,40,electronics,2025-01-22
131,4896,260.8101795710102,31,clothing,2025-01-23
132,1200,307.6757026037634,40,groceries,2025-01-23
133,5798,321.5421457504202,51,health,2025-01-04
134,5223,246.10796127126952,40,health,2025-01-25
135,4735,167.6216458655699,32,clothing,2025-01-08
136,6611,124.38571137415295,33,health,2025-01-21
137,5929,337.99439580319995,31,clothing,2025-01-21
138,9514,174.07129181711701,19,travel,2025-01-15
139,4659,312.75611437896305,46,travel,2025-01-11
140,4917,277.95848174465414,60,travel,2025-01-01
141,8308,200.34450644359876,24,electronics,2025-01-17
142,5370,331.5392421996486,58,dining,2025-01-25
143,3252,216.3608595834815,63,electronics,2025-01-22
144,5671,321.7415853078419,23,groceries,2025-01-06
145,5560,202.16429595290649,74,clothing,2025-01-10
146,4676,196.52443438651005,61,electronics,2025-01-11
147,5777,213.0556823835354,19,electronics,2025-01-03
148,6208,386.0706682806964,53,other,2025-01-01
149,9736,253.48650242196894,74,clothing,2025-01-09
150,1633,219.3260270082291,72,health,2025-01-13
151,9216,94.46986722860358,61,clothing,2025-01-27
152,5394,164.96208012873555,21,electronics,2025-01-10
153,4414,119.69774660234519,72,electronics,2025-01-01
154,6490,57.69272766065387,72,travel,2025-01-19
155,2040,152.20096247769106,49,dining,2025-01-14
156,7694,374.46337704413156,50,health,2025-01-25
157,1848,311.04111619114786,53,other,2025-01-16
158,4868,299.6214625447317,62,clothing,2025-01-26
159,2815,183.26977019171704,37,other,2025-01-25
160,3724,170.83458775104953,58,health,2025-01-26
161,5237,,40,dining,2025-01-22
162,1053,289.44482581453497,27,electronics,2025-01-08
163,8996,193.8840723088544,58,entertainment,2025-01-17
164,7807,202.1532102628086,42,clothing,2025-01-04
165,9624,272.1351462199873,55,groceries,2025-01-09
166,1698,130.94654853463345,50,other,2025-01-22
167,2586,298.790650272591,42,travel,2025-01-03
168,5409,90.39182311005075,57,travel,2025-01-26
169,8697,94.92773656016726,49,electronics,2025-01-25
170,3738,297.92500004913506,52,clothing,2025-01-03
171,3695,245.23573494282522,36,dining,2025-01-15
172,8566,234.6792103836508,47,groceries,2025-01-25
173,1013,63.43933738134314,21,dining,2025-01-04
174,9553,280.91668312077474,39,electronics,2025-01-16
175,2709,326.9558824251826,70,travel,2025-01-06
176,3869,189.59478051811692,54,dining,2025-01-05
177,3917,182.34854073366307,43,dining,2025-01-12
178,9079,358.6519904344957,30,other,2025-01-09
179,8391,155.03507195250228,48,entertainment,2025-01-06
180,4037,48.753583465511696,55,travel,2025-01-25
181,4071,260.33853000105273,70,electronics,2025-01-11
182,8308,155.64412149301023,33,travel,2025-01-13
183,3545,277.9532136212579,69,dining,2025-01-22
184,8188,164.1626251799641,20,entertainment,2025-01-05
185,8344,197.38028722896874,29,travel,2025-01-22
186,6896,184.65699669999842,34,travel,2025-01-19
187,7690,161.4382109300555,74,travel,2025-01-26
188,3058,223.36551381123328,53,travel,2025-01-24
189,6060,333.6325124238861,39,health,2025-01-18
190,2238,136.77644880307145,67,health,2025-01-16
191,1520,249.78457077378278,53,dining,2025-01-03
192,4818,171.86464463320482,41,other,2025-01-09
193,3650,207.69607371131153,42,travel,2025-01-15
194,2363,285.6528587841256,70,dining,2025-01-19
195,5734,220.3216682531239,63,entertainment,2025-01-22
196,8858,346.7652931388907,43,electronics,2025-01-17
197,3237,98.45859550992773,59,health,2025-01-27
198,2611,76.23459623352093,64,groceries,2025-01-12
199,8814,194.32534175420423,26,other,2025-01-18
200,1272,236.69292871012706,62,clothing,2025-01-22
201,6288,300.1576395739747,48,electronics,2025-01-22
202,6032,163.19774635662483,69,other,2025-01-09
203,5204,212.84892318232144,32,other,2025-01-23
204,4858,140.6739540986631,45,travel,2025-01-10
205,1246,292.7538147834785,69,clothing,2025-01-04
206,8726,291.83303205272784,39,dining,2025-01-12
207,1609,238.562781204844,62,dining,2025-01-19
208,2447,210.43231413308953,28,groceries,2025-01-06
209,8922,,28,dining,2025-01-27
210,4242,135.3368061473489,46,entertainment,2025-01-20
211,5130,90.22088678838361,64,travel,2025-01-09
212,6763,283.1644992774479,42,other,2025-01-21
213,6070,252.8654847666404,26,health,2025-01-02
214,9378,243.64652632232443,54,clothing,2025-01-14
215,9439,162.99642685417538,50,dining,2025-01-12
216,3355,125.6858131132178,24,clothing,2025-01-16
217,7870,278.7118074457626,35,other,2025-01-27
218,7192,238.30072223944583,55,clothing,2025-01-22
219,3234,196.42143930864214,32,entertainment,2025-01-10
220,2341,312.5772025921185,24,clothing,2025-01-15
221,8336,348.54855478945126,49,electronics,2025-01-21
222,7660,345.53453321744684,69,electronics,2025-01-22
223,4372,178.59429861062733,21,dining,2025-01-11
224,3638,260.5610837841292,64,health,2025-01-20
225,7209,289.82971280136456,70,groceries,2025-01-26
226,3193,103.44767629290529,26,health,2025-01-02
227,5172,422.8420739091265,71,groceries,2025-01-05
228,3068,171.03518524665222,41,other,2025-01-25
229,6570,285.86172874308386,43,dining,2025-01-23
230,4335,273.58464333098743,23,electronics,2025-01-17
231,6992,313.7471850617956,28,dining,2025-01-23
232,3956,205.7436764317734,59,clothing,2025-01-17
233,6630,143.96193713241465,44,clothing,2025-01-03
234,6513,220.56480226245677,39,groceries,2025-01-12
235,5055,234.34243180282283,30,entertainment,2025-01-26
236,5901,129.06534536916507,68,other,2025-01-04
237,2604,321.6303251932458,47,travel,2025-01-07
238,7746,50.41571466323978,34,entertainment,2025-01-27
239,7478,265.9475943097921,41,electronics,2025-01-12
240,3654,308.9281541127732,19,travel,2025-01-11
241,4794,175.74736639498235,74,health,2025-01-23
242,9644,85.12015173924826,66,electronics,2025-01-17
243,2145,207.0030974987612,33,electronics,2025-01-08
244,5890,204.74261680669204,58,entertainment,2025-01-19
245,5783,184.35877679738405,46,groceries,2025-01-10
246,7114,120.94500444576482,24,electronics,2025-01-02
247,5010,452.2226696897651,48,entertainment,2025-01-06
248,7193,208.5242916859042,54,other,2025-01-09
249,2002,170.57854993952736,24,other,2025-01-08
250,2370,173.74060983262882,41,clothing,2025-01-16
251,5799,261.65988277236465,64,clothing,2025-01-18
252,2305,225.45303451644025,62,other,2025-01-08
253,1203,108.3347777133877,70,clothing,2025-01-09
254,5157,178.941304440963,27,groceries,2025-01-24
255,7303,249.30386387493886,71,groceries,2025-01-19
256,5696,180.22911244699588,30,groceries,2025-01-07
257,8880,283.39057499214164,62,clothing,2025-01-16
258,3448,245.05952820791663,63,travel,2025-01-22
259,5043,295.70129649931874,74,travel,2025-01-03
260,2620,281.05141760607546,47,groceries,2025-01-13
261,3298,255.22879776252552,58,travel,2025-01-05
262,5534,344.33667153468065,34,entertainment,2025-01-12
263,6424,106.35830130774684,66,electronics,2025-01-21
264,6936,93.22386942076346,46,clothing,2025-01-07
265,3366,151.03537177222847,29,electronics,2025-01-11
266,3058,,26,other,2025-01-13
267,4688,200.461686895127,66,groceries,2025-01-22
268,2965,71.35769341277074,49,other,2025-01-02
269,3045,324.9003038928943,40,electronics,2025-01-26
270,9593,217.26769658265079,73,travel,2025-01-01
271,4031,,61,dining,2025-01-19
272,7523,126.1883305595828,41,travel,2025-01-16
273,3867,195.54361084540454,26,electronics,2025-01-18
274,1308,183.24928351485514,38,groceries,2025-01-16
275,1446,237.78471178049955,72,health,2025-01-02
276,9833,302.76295711722184,55,electronics,2025-01-17
277,4284,222.0798452199055,62,health,2025-01-12
278,1076,153.1246816203403,50,dining,2025-01-09
279,4409,242.82239041514924,62,dining,2025-01-19
280,3384,227.49123438458966,61,electronics,2025-01-10
281,7047,145.19399957184586,68,dining,2025-01-02
282,9255,215.73846550137668,62,dining,2025-01-26
283,9048,75.94987748297308,24,entertainment,2025-01-06
284,1723,217.6828244243862,42,entertainment,2025-01-21
285,1035,17.9021373900527,74,health,2025-01-16
286,8691,180.90776372557457,50,groceries,2025-01-11
287,2623,278.71101624618905,43,electronics,2025-01-26
288,2301,171.22565906403952,71,dining,2025-01-19
289,9518,230.53583033966092,54,groceries,2025-01-18
290,2612,233.77947630941796,37,groceries,2025-01-08
291,8729,197.22482404446785,38,other,2025-01-01
292,8061,117.58895951216913,35,clothing,2025-01-01
293,2805,117.01531855229277,40,travel,2025-01-12
294,9057,150.18780060495524,59,electronics,2025-01-06
295,6625,248.3251212534963,73,travel,2025-01-14
296,5146,295.0303196320925,31,other,2025-01-22
297,5393,135.78274324788111,54,electronics,2025-01-10
298,1346,162.695218964866,24,health,2025-01-16
299,8825,185.67656334456265,45,travel,2025-01-21
300,3837,,27,travel,2025-01-12
301,3505,165.9519285959181,28,other,2025-01-25
302,1137,297.6699791128714,53,travel,2025-01-03
303,3356,,47,dining,2025-01-04
304,4142,189.90974011489558,52,health,2025-01-01
305,1401,,41,health,2025-01-27
306,6933,201.6571780441555,24,groceries,2025-01-07
307,2278,128.9833449984246,40,electronics,2025-01-27
308,3386,206.27320987610202,70,travel,2025-01-01
309,5317,139.89639272427215,59,groceries,2025-01-09
310,6867,210.88472852234662,64,entertainment,2025-01-19
311,2670,63.82222357492137,57,electronics,2025-01-17
312,9346,162.79413195515465,51,health,2025-01-08
313,5663,191.4265108820201,60,other,2025-01-05
314,5194,176.7008216754037,58,travel,2025-01-14
315,7725,66.26038630873137,32,groceries,2025-01-17
316,2863,228.14485777226574,55,clothing,2025-01-04
317,3530,92.44061339655262,46,health,2025-01-02
318,9303,378.66375712452856,25,travel,2025-01-22
319,7334,322.10380747814963,46,dining,2025-01-15
320,9511,362.57906531742873,73,entertainment,2025-01-04
321,6647,214.60303622064077,26,clothing,2025-01-23
322,2214,60.69700782887648,73,electronics,2025-01-16
323,7796,361.7430810932155,23,clothing,2025-01-15
324,9095,233.26071580673832,58,groceries,2025-01-09
325,2121,362.4540098278078,38,dining,2025-01-10
326,3629,317.2295622667184,60,entertainment,2025-01-12
327,8030,246.69207304600425,47,other,2025-01-16
328,2153,136.15281348731077,72,health,2025-01-06
329,9744,146.76135997452656,55,travel,2025-01-11
330,2062,199.87939597157916,65,groceries,2025-01-01
331,1229,223.42928285342646,28,groceries,2025-01-01
332,7834,207.72206280494163,19,travel,2025-01-15
333,1044,241.69168005727548,29,clothing,2025-01-27
334,1795,334.9348311639841,42,dining,2025-01-18
335,7070,366.3862718215781,70,clothing,2025-01-06
336,7867,87.09318853902889,59,health,2025-01-19
337,8968,257.79926063530655,67,clothing,2025-01-18
338,3156,298.1021475251158,23,dining,2025-01-03
339,8324,231.28552668577143,38,electronics,2025-01-11
340,4768,261.574686800441,72,travel,2025-01-19
341,7962,166.05099966524298,41,other,2025-01-18
342,2287,227.2523584582795,47,electronics,2025-01-04
343,7549,208.6167987767592,22,dining,2025-01-05
344,6873,163.87741152622,26,dining,2025-01-12
345,4675,180.24014089331288,38,travel,2025-01-16
346,5119,254.43510851265148,67,clothing,2025-01-06
347,2568,193.17545618954694,61,clothing,2025-01-02
348,4544,214.81282290530564,48,health,2025-01-17
349,6493,203.21920286300082,47,travel,2025-01-07
350,8241,183.19999655636957,56,travel,2025-01-10
351,6372,131.45454165978592,71,other,2025-01-09
352,5130,118.33695371970049,33,entertainment,2025-01-12
353,7468,233.4518993272106,56,travel,2025-01-22
354,7223,187.43346807685538,47,entertainment,2025-01-23
355,9501,120.86220929323383,57,entertainment,2025-01-25
356,8037,174.5961961563367,61,health,2025-01-08
357,1637,252.34732541162734,66,entertainment,2025-01-20
358,6533,260.8122792621559,69,health,2025-01-14
359,7399,87.69412211434226,31,dining,2025-01-22
360,9651,264.0324179570673,19,health,2025-01-09
361,7842,69.84468005443625,38,entertainment,2025-01-25
362,5957,171.20931158141943,49,travel,2025-01-15
363,1389,289.0325986650562,73,electronics,2025-01-20
364,2970,134.44617215602773,49,entertainment,2025-01-15
365,7855,292.8027662853534,29,groceries,2025-01-23
366,5876,229.85877178861764,60,groceries,2025-01-22
367,7183,370.79548782605536,44,clothing,2025-01-22
368,3200,347.530354549275,38,travel,2025-01-23
369,8131,250.6179616908047,62,health,2025-01-17
370,1749,200.94816173914592,21,clothing,2025-01-03
371,9749,323.31613909780367,19,groceries,2025-01-14
372,7806,249.6165146465749,37,other,2025-01-21
373,7159,281.6489481921657,60,entertainment,2025-01-10
374,3380,261.4992996690236,45,electronics,2025-01-21
375,8185,,24,other,2025-01-12
376,3822,133.03318315972507,26,entertainment,2025-01-14
377,8622,293.7984560919907,21,travel,2025-01-03
378,9894,171.4219745096368,66,electronics,2025-01-09
379,8721,,59,electronics,2025-01-12
380,4604,177.66648463793268,60,entertainment,2025-01-04
381,9142,230.3660178723486,39,entertainment,2025-01-16
382,4971,343.19536508229464,60,clothing,2025-01-10
383,8396,253.6999235534095,65,clothing,2025-01-07
384,9284,154.1116641656054,25,other,2025-01-16
385,4455,298.84108592873616,22,dining,2025-01-22
386,8109,215.23967213592337,33,groceries,2025-01-11
387,9848,278.9063790332462,51,travel,2025-01-24
388,8734,186.15177361747715,48,health,2025-01-08
389,2830,243.68502473746574,43,travel,2025-01-11
390,5214,345.0167420239809,49,groceries,2025-01-02
391,5004,219.79780901080923,47,entertainment,2025-01-25
392,2912,400.7052622373291,68,dining,2025-01-24
393,2976,325.468015254938,45,groceries,2025-01-06
394,1590,269.4643553246991,30,travel,2025-01-17
395,7248,228.49052708396613,48,groceries,2025-01-11
396,1718,,72,electronics,2025-01-02
397,2134,274.64069757771057,42,entertainment,2025-01-18
398,2232,222.95931093204916,42,groceries,2025-01-03
399,5677,247.9276443828253,23,entertainment,2025-01-16
400,3423,315.2635147302882,43,clothing,2025-01-13
401,5090,185.81055270287584,21,travel,2025-01-19
402,7995,266.4062161507335,34,electronics,2025-01-07
403,4242,58.4536086239203,53,dining,2025-01-23
404,3065,322.4975910415988,74,dining,2025-01-09
405,1696,118.39619107248492,43,dining,2025-01-09
406,4795,212.59284612957038,66,entertainment,2025-01-14
407,8353,246.26035790481066,68,health,2025-01-05
408,5122,249.5757883319097,37,electronics,2025-01-24
409,3408,256.1296596802379,19,dining,2025-01-02
410,3786,262.5139203056957,45,groceries,2025-01-16
411,1153,385.8715886464919,59,electronics,2025-01-07
412,2592,327.1702181043651,30,electronics,2025-01-11
413,1930,274.85981080645416,57,travel,2025-01-17
414,3412,70.57059257855806,62,electronics,2025-01-03
415,9480,177.47824606439076,48,dining,2025-01-11
416,8670,350.554348968648,57,electronics,2025-01-02
417,7799,51.40552854041596,45,travel,2025-01-18
418,9945,178.72772996064793,19,other,2025-01-10
419,3777,164.50878976520164,74,clothing,2025-01-26
420,4335,387.453012464861,18,travel,2025-01-12
421,1340,178.04087570762454,58,health,2025-01-17
422,5155,227.02967448378342,54,groceries,2025-01-16
423,5640,165.87931211611414,56,dining,2025-01-10
424,4014,93.60169017717163,19,dining,2025-01-23
425,7007,222.75215939534584,72,dining,2025-01-08
426,4288,156.27679226235657,18,electronics,2025-01-21
427,5026,141.04810784670025,36,travel,2025-01-12
428,7183,205.3543603569738,37,travel,2025-01-20
429,7242,159.35847104498737,65,travel,2025-01-19
430,7617,187.53192641999595,66,other,2025-01-14
431,7211,140.41546530809913,41,other,2025-01-01
432,3853,190.04327729826167,51,entertainment,2025-01-16
433,3047,231.35615176240427,47,entertainment,2025-01-06
434,2305,185.20475854886524,45,entertainment,2025-01-21
435,3919,286.76843577884574,71,travel,2025-01-17
436,7367,200.19682457610676,29,other,2025-01-10
437,8589,308.08838601108687,60,dining,2025-01-14
438,4954,235.3393251023988,27,entertainment,2025-01-10
439,1689,153.2642480589165,56,entertainment,2025-01-23
440,9245,320.7274272623939,74,dining,2025-01-07
441,8420,235.05138689769132,25,electronics,2025-01-20
442,4683,336.0612282223135,22,travel,2025-01-08
443,6550,342.60545202923277,32,health,2025-01-17
444,1249,177.0844632431802,41,health,2025-01-07
445,4697,272.11254566628855,23,health,2025-01-09
446,7534,166.06533847764888,51,dining,2025-01-02
447,7692,174.36435231829722,53,clothing,2025-01-25
448,9871,153.797513900446,48,groceries,2025-01-27
449,5517,365.8618889730394,26,dining,2025-01-18
450,5196,341.30772830167047,72,entertainment,2025-01-16
451,5847,339.0475469905426,28,dining,2025-01-04
452,9572,118.66719254042594,40,travel,2025-01-05
453,2102,269.0337845363192,73,health,2025-01-10
454,2463,192.1514664229186,29,electronics,2025-01-15
455,8213,170.12781771684803,59,groceries,2025-01-15
456,2915,210.82597692744102,18,dining,2025-01-21
457,6681,238.90933991974725,64,electronics,2025-01-18
458,4073,230.55396320786923,68,electronics,2025-01-03
459,7791,137.9546448022569,70,other,2025-01-15
460,4653,196.21813590574902,74,other,2025-01-12
461,2469,280.0366526555987,55,travel,2025-01-25
462,9094,342.17565232660866,20,groceries,2025-01-23
463,1086,263.99715626905055,43,dining,2025-01-17
464,9751,181.19321315083073,65,other,2025-01-07
465,1402,368.20876653302605,46,travel,2025-01-24
466,5591,292.90094132473695,48,health,2025-01-03
467,9214,202.8741455327426,73,health,2025-01-03
468,7270,115.0616487705185,30,electronics,2025-01-15
469,2989,65.10087867413367,21,travel,2025-01-08
470,6647,354.1718476785186,68,entertainment,2025-01-25
471,2885,298.9402512911702,55,travel,2025-01-25
472,8743,197.3790478696493,62,groceries,2025-01-21
473,1610,251.24101051281878,22,travel,2025-01-26
474,1969,134.68973936480387,26,other,2025-01-17
475,7379,312.45879527256807,21,electronics,2025-01-23
476,6054,149.48757744795998,43,electronics,2025-01-09
477,7697,143.7930750825755,32,travel,2025-01-07
478,8274,322.9946543384029,21,other,2025-01-01
479,1743,156.00378753445008,70,electronics,2025-01-12
480,7967,216.28694846630762,58,groceries,2025-01-16
481,4376,312.3141197257322,51,clothing,2025-01-10
482,7906,238.41169795525653,22,entertainment,2025-01-05
483,2860,317.1703781898565,66,groceries,2025-01-24
484,9829,135.62219319757787,35,groceries,2025-01-22
485,5336,215.27557495658363,33,groceries,2025-01-22
486,1254,286.74625884654364,63,dining,2025-01-17
487,7456,247.40899365493124,32,electronics,2025-01-04
488,1954,230.26693653865004,22,health,2025-01-03
489,6398,193.06044469991411,58,travel,2025-01-05
490,2379,200.9368248162887,33,electronics,2025-01-07
491,2968,185.44477309294066,54,entertainment,2025-01-18
492,6227,274.0522041691062,42,travel,2025-01-05
493,6210,130.77372472954897,52,entertainment,2025-01-25
494,4877,216.66595787665472,38,health,2025-01-15
495,3550,253.98277143973138,28,groceries,2025-01-24
496,1577,203.69891751989834,55,other,2025-01-22
497,4047,276.5931200435218,51,groceries,2025-01-06
498,3512,168.76353027846443,50,health,2025-01-17
499,9913,293.30072905343025,44,clothing,2025-01-25
500,4516,329.88670701982994,49,travel,2025-01-25
501,5859,172.05104031214307,61,travel,2025-01-03
502,5552,169.92346839121427,65,groceries,2025-01-13
503,9348,96.76729941356912,30,groceries,2025-01-06
504,7800,242.57597202766001,32,dining,2025-01-15
505,5965,390.4718295232052,27,health,2025-01-27
506,5400,194.80986100665186,23,health,2025-01-09
507,9081,216.31334103838094,40,other,2025-01-02
508,8430,76.20514613482354,47,other,2025-01-10
509,7219,162.4009316233786,36,health,2025-01-25
510,5863,292.1806997298841,43,travel,2025-01-07
511,1965,308.396110787957,73,health,2025-01-18
512,4214,293.49633876699585,31,clothing,2025-01-02
513,7326,319.75211618068045,41,electronics,2025-01-09
514,8252,201.51937355022,57,travel,2025-01-26
515,7091,185.65480340524405,39,other,2025-01-27
516,2677,373.05552866442747,37,electronics,2025-01-05
517,2920,158.58164732430984,62,electronics,2025-01-15
518,9002,213.76093132672813,22,clothing,2025-01-19
519,4172,213.07608936459835,66,entertainment,2025-01-02
520,7060,189.4929681679865,22,other,2025-01-19
521,2750,202.51712562353467,18,travel,2025-01-15
522,9579,203.0765774048986,31,entertainment,2025-01-16
523,3499,243.50035341627452,27,clothing,2025-01-25
524,2888,207.59864593396006,39,dining,2025-01-22
525,3430,307.49784950557,53,clothing,2025-01-10
526,3094,198.5358367536301,71,groceries,2025-01-02
527,1857,208.4321821350286,39,electronics,2025-01-08
528,5108,,18,health,2025-01-25
529,6142,,37,groceries,2025-01-21
530,2338,165.6870303045036,61,entertainment,2025-01-02
531,5173,276.3496438714817,45,dining,2025-01-09
532,1357,248.72216399348758,49,entertainment,2025-01-07
533,5957,227.26179436407466,30,electronics,2025-01-04
534,4166,253.55510353298277,25,entertainment,2025-01-01
535,7090,130.66735279683596,59,dining,2025-01-20
536,7758,236.71515172296324,53,groceries,2025-01-12
537,2432,170.14640494163103,22,electronics,2025-01-14
538,8999,252.81105264734845,26,entertainment,2025-01-05
539,8106,352.018792355766,23,electronics,2025-01-07
540,3099,120.73563906333858,48,travel,2025-01-19
541,4967,346.5743263311239,70,health,2025-01-09
542,9497,170.92960417988263,48,other,2025-01-07
543,8936,262.2237243263653,62,entertainment,2025-01-20
544,1713,142.78117890420876,52,groceries,2025-01-04
545,9040,194.54814062244867,40,other,2025-01-01
546,1704,128.85776146299196,28,travel,2025-01-27
547,3987,321.4762959075798,27,dining,2025-01-10
548,7347,384.94531797326374,35,clothing,2025-01-07
549,8412,176.25618711069507,54,other,2025-01-26
550,1610,193.646657903481,31,entertainment,2025-01-02
551,9629,317.8494499694841,57,health,2025-01-19
552,9734,156.93082710737806,22,health,2025-01-21
553,4438,117.00791825099367,69,health,2025-01-11
554,3467,276.8501218387775,51,clothing,2025-01-21
