transaction_id,customer_id,amount,customer_age,category,transaction_date
148,3105,185.64987126725498,47,dining,2025-01-23
149,8394,69.59070943942292,29,electronics,2025-01-02
150,1524,108.86489884604495,28,dining,2025-01-07
151,8700,211.89418439593652,55,entertainment,2025-01-12
152,3532,164.34455591463023,44,groceries,2025-01-05
153,9257,54.3110132585537,50,other,2025-01-25
154,3642,201.91449644919095,39,clothing,2025-01-10
155,4908,122.81085978236382,37,electronics,2025-01-07
156,6956,220.56584929383558,55,clothing,2025-01-07
157,2136,145.60821606981503,18,health,2025-01-06
158,6012,160.23533430102648,42,electronics,2025-01-18
159,5544,208.9477289295824,39,entertainment,2025-01-13
160,8054,105.12535145726689,62,entertainment,2025-01-07
161,9963,100.35765960830301,59,health,2025-01-24
162,6978,140.17507898009464,42,electronics,2025-01-18
163,4682,191.35863998106112,32,electronics,2025-01-11
164,4657,83.45613736932546,31,dining,2025-01-14
165,4761,66.59827000554517,30,groceries,2025-01-18
166,8325,191.1860463521896,33,travel,2025-01-05
167,3890,119.85108437164982,61,clothing,2025-01-22
168,2502,130.38869935398586,20,dining,2025-01-07
169,4008,57.159479902991706,19,electronics,2025-01-01
170,1204,116.05103428240089,48,travel,2025-01-15
171,1955,149.62163516844248,30,dining,2025-01-24
172,1810,196.5188928811446,65,electronics,2025-01-20
173,7943,111.43849168826806,60,clothing,2025-01-09
174,7500,232.86880601162483,61,electronics,2025-01-11
175,7270,115.77219879100997,44,electronics,2025-01-17
176,5156,115.84540992074128,42,travel,2025-01-07
177,7452,226.8678775948901,42,entertainment,2025-01-23
178,2451,160.57300761819585,29,health,2025-01-08
179,9104,122.39876354942118,50,clothing,2025-01-06
180,5508,142.24334344097034,67,travel,2025-01-03
181,9441,217.65367887710295,32,dining,2025-01-19
182,2370,223.3101409812841,21,travel,2025-01-01
183,5475,109.16034103648721,50,health,2025-01-22
184,7266,147.87830949604458,40,travel,2025-01-27
185,5460,154.50784138337866,63,travel,2025-01-04
186,5014,100.68799447417013,66,travel,2025-01-03
187,2495,147.21574736750028,72,entertainment,2025-01-26
188,4428,150.26614302258503,40,travel,2025-01-04
189,3148,207.01047394683678,69,health,2025-01-12
190,3713,210.37125141556004,24,travel,2025-01-24
191,7152,133.5395300820496,39,dining,2025-01-04
192,6671,139.30234280695942,33,electronics,2025-01-18
193,6464,183.21461510278178,70,entertainment,2025-01-11
194,4255,120.74057755364943,52,electronics,2025-01-12
195,9636,179.43200758687013,38,electronics,2025-01-26
196,1788,145.60467563153927,26,clothing,2025-01-18
197,4082,101.53007111306897,62,entertainment,2025-01-09
198,2061,102.15816435601766,55,dining,2025-01-26
199,4050,222.3529348015551,66,other,2025-01-16
200,9656,142.17892604283506,42,health,2025-01-03
201,4296,232.01770469491555,26,entertainment,2025-01-11
202,9176,124.3181869642545,37,clothing,2025-01-07
203,5455,164.56026005657466,53,travel,2025-01-18
204,7296,269.6338361509121,31,clothing,2025-01-24
205,5116,97.13066276683604,22,other,2025-01-02
206,3392,55.10927500501117,64,health,2025-01-22
207,7877,214.32950656436168,48,travel,2025-01-25
208,9721,108.65954473034631,40,groceries,2025-01-27
209,3371,148.96468179468832,49,dining,2025-01-18
210,8007,120.70408947742075,60,health,2025-01-09
211,3349,163.40813904776581,18,electronics,2025-01-04
212,7451,102.47318964071289,43,groceries,2025-01-26
213,8100,141.00299560583468,32,dining,2025-01-12
214,5043,172.49076632782672,23,clothing,2025-01-10
215,7631,99.5845556862869,20,travel,2025-01-20
216,3449,114.99579851770555,43,entertainment,2025-01-20
217,1713,132.6308583200734,49,other,2025-01-22
218,1867,78.55922828868609,46,clothing,2025-01-24
219,5022,128.87195086006267,62,clothing,2025-01-24
220,9122,155.9398269951451,44,electronics,2025-01-05
221,2148,130.02255292057856,51,groceries,2025-01-05
222,5101,136.43117535341378,64,groceries,2025-01-06
223,7335,149.00491645467073,55,health,2025-01-17
224,2821,117.2128268783843,69,clothing,2025-01-16
225,7493,184.55312829334386,30,groceries,2025-01-24
226,3753,221.7989062400888,62,clothing,2025-01-23
227,8277,126.78098039022757,57,dining,2025-01-22
228,6212,174.25991157388535,51,health,2025-01-03
229,5921,138.01914222826764,18,other,2025-01-19
230,2590,168.27436725192524,48,electronics,2025-01-23
231,5168,228.28897656016272,66,health,2025-01-27
232,8708,175.43297715090495,54,entertainment,2025-01-10
233,1175,61.32927305951597,18,health,2025-01-21
234,7825,172.69978157234794,34,electronics,2025-01-11
235,5434,211.64318716545046,50,travel,2025-01-05
236,7474,138.92019150009486,64,other,2025-01-10
237,6969,199.78174030589162,43,electronics,2025-01-07
238,4888,115.4942229424027,66,health,2025-01-25
239,3777,75.72304202388631,63,electronics,2025-01-05
240,6645,157.058450941632,33,other,2025-01-04
241,2261,62.1761639626843,29,travel,2025-01-16
242,6256,138.01144935532042,69,other,2025-01-16
243,1852,214.34211313227513,51,other,2025-01-16
244,6847,54.51185471268596,66,clothing,2025-01-04
245,6658,86.02516020430511,70,entertainment,2025-01-14
246,1759,98.39838774192111,42,travel,2025-01-26
247,7816,146.834007014452,20,groceries,2025-01-03
248,4741,131.71416071768954,69,clothing,2025-01-22
249,8081,219.95681908480435,51,electronics,2025-01-04
250,1374,197.71741645458488,24,other,2025-01-07
251,2614,174.7636473034299,48,groceries,2025-01-25
252,5445,157.28151571719425,19,entertainment,2025-01-09
253,2693,169.66148884924138,34,entertainment,2025-01-15
254,3968,106.90088223433125,37,entertainment,2025-01-11
255,6944,192.86051767783061,43,health,2025-01-17
256,2300,94.39778728203996,50,other,2025-01-11
257,7098,191.76884969511156,65,dining,2025-01-12
258,1930,209.30712510594157,38,health,2025-01-23
259,2576,160.54323010440436,59,electronics,2025-01-15
260,6288,141.1893470519012,71,other,2025-01-16
261,8140,170.01549541548366,60,electronics,2025-01-22
262,2535,6.9240814949663445,32,electronics,2025-01-12
263,3699,165.11291092427305,56,electronics,2025-01-23
264,9325,144.33230010800966,34,groceries,2025-01-20
265,9906,147.46859434715046,45,health,2025-01-24
266,6228,185.32662564489138,54,clothing,2025-01-13
267,5022,146.2615539217636,34,health,2025-01-16
268,4121,92.98965716744209,18,entertainment,2025-01-04
269,6511,142.92986645873108,65,electronics,2025-01-04
270,6317,153.37777420404123,59,entertainment,2025-01-03
271,3652,155.74669557905062,25,groceries,2025-01-18
272,1205,158.0959683642534,39,clothing,2025-01-09
273,2363,201.96845224592766,32,dining,2025-01-08
274,9626,95.69827234829262,73,health,2025-01-17
275,4762,158.7850228082425,71,dining,2025-01-11
276,5340,214.49648493091206,57,groceries,2025-01-04
277,5203,63.26942515314023,43,travel,2025-01-16
278,8043,158.98233403900267,20,travel,2025-01-15
279,1584,120.73107490134782,32,groceries,2025-01-04
280,1744,131.46448077634474,23,health,2025-01-08
281,3482,104.7596248392789,63,health,2025-01-07
282,5379,141.5224642149778,23,dining,2025-01-19
283,7039,242.06278072134523,56,clothing,2025-01-07
284,5415,86.77848194113932,72,clothing,2025-01-01
285,4970,91.51949987605863,35,entertainment,2025-01-08
286,9439,84.90327149182477,56,groceries,2025-01-13
287,2449,236.37091433140506,68,clothing,2025-01-21
288,6144,126.88301472393564,42,groceries,2025-01-02
289,5879,148.7180469826163,43,groceries,2025-01-24
290,5260,129.86085294468802,29,travel,2025-01-09
291,8267,102.77885607984543,42,groceries,2025-01-10
292,3402,138.24246766927823,67,entertainment,2025-01-01
293,9583,272.912180286828,55,entertainment,2025-01-08
294,3983,219.60354604871276,29,electronics,2025-01-13
295,5904,107.35310911038638,48,health,2025-01-17
296,5685,182.3787051530843,58,other,2025-01-21
297,8647,108.42386136668118,22,travel,2025-01-15
298,4949,61.18161805768895,61,travel,2025-01-03
299,3560,200.97554588323146,29,groceries,2025-01-11
300,1194,208.00464233217753,34,health,2025-01-20
301,4272,202.30261255239498,41,health,2025-01-18
302,8435,126.50673753902136,46,entertainment,2025-01-16
303,1089,141.66121329990068,70,travel,2025-01-14
304,9064,187.48827768290616,30,other,2025-01-14
305,5884,169.57480186740537,32,dining,2025-01-27
306,2262,130.31812643514778,39,groceries,2025-01-17
307,3719,69.04640899409176,66,clothing,2025-01-17
308,5985,155.6937597071006,73,groceries,2025-01-10
309,3840,203.95048196180568,43,clothing,2025-01-14
310,1977,90.12058554829214,57,other,2025-01-20
311,6993,181.93796908379886,70,groceries,2025-01-24
312,7049,166.57708475668463,66,other,2025-01-22
313,2069,187.50741316161668,56,clothing,2025-01-18
314,3530,193.59877498595037,48,entertainment,2025-01-22
315,3194,115.27673790373235,74,dining,2025-01-01
316,6934,69.1520299917527,31,groceries,2025-01-08
317,7571,123.32402371585604,38,groceries,2025-01-07
318,7542,194.45636587635036,58,clothing,2025-01-18
319,9447,122.89980482370144,19,electronics,2025-01-21
320,7917,115.29783380711791,46,health,2025-01-04
321,3885,58.932482903768076,66,dining,2025-01-06
322,1969,237.63237772754695,28,health,2025-01-14
323,6531,191.2856820712655,63,health,2025-01-27
324,9243,188.4947990637382,41,clothing,2025-01-01
325,9775,198.38626933897368,67,health,2025-01-24
326,3071,178.8354180771701,54,electronics,2025-01-06
327,3127,137.78355724102354,26,entertainment,2025-01-08
328,1336,141.81179479388993,59,travel,2025-01-18
329,2271,128.62178177039377,21,entertainment,2025-01-20
330,5993,281.73703772075,31,travel,2025-01-24
331,5920,177.79560156497212,68,health,2025-01-01
332,4337,126.80997793242827,67,entertainment,2025-01-02
333,3789,173.27483870831398,20,clothing,2025-01-13
334,8467,99.45655410718413,39,dining,2025-01-16
335,5139,225.22533592946135,23,health,2025-01-08
336,8273,116.94654520964299,33,other,2025-01-18
337,9667,175.0542716311233,73,health,2025-01-08
338,3853,203.29888148715673,29,groceries,2025-01-26
339,2824,169.23842721024965,54,groceries,2025-01-05
340,9575,154.7234995909819,63,dining,2025-01-18
341,6712,150.54010424280077,68,entertainment,2025-01-15
342,3617,147.17794515564464,38,dining,2025-01-03
343,6596,121.16507555362489,57,other,2025-01-17
344,5634,127.52582851151479,45,dining,2025-01-04
345,9148,223.97951868254677,24,clothing,2025-01-15
346,3303,144.57316836574216,30,health,2025-01-18
347,9921,110.71018653086134,60,entertainment,2025-01-02
348,9423,124.18512015692457,57,dining,2025-01-06
349,2626,205.01853403486115,47,groceries,2025-01-08
350,2481,183.78033165822393,62,dining,2025-01-26
351,5797,178.01645891161286,57,entertainment,2025-01-06
352,1404,137.12394005451043,37,electronics,2025-01-25
353,3688,178.66812350864726,34,groceries,2025-01-15
354,4915,117.8219437524676,71,travel,2025-01-26
355,9723,137.01929843271128,73,groceries,2025-01-23
356,9930,198.49022436958728,19,groceries,2025-01-08
357,2363,193.71388394595323,63,electronics,2025-01-16
358,9024,100.90450770245984,25,electronics,2025-01-20
359,1818,107.22367735457121,67,entertainment,2025-01-03
360,7736,155.43510764067048,51,entertainment,2025-01-18
361,8609,236.3066187334755,57,dining,2025-01-13
362,9016,54.22174177655029,57,dining,2025-01-01
363,3010,163.91664697852522,52,dining,2025-01-24
364,9040,81.1978334213426,32,other,2025-01-08
365,2043,118.28345032372272,64,groceries,2025-01-24
366,5669,131.77857909678792,49,travel,2025-01-06
367,5225,128.97458282815546,49,electronics,2025-01-15
368,3843,123.31020301703958,36,health,2025-01-11
369,1199,150.3603530188185,18,clothing,2025-01-25
370,7947,123.23722166847108,49,clothing,2025-01-26
371,4019,76.87713075729236,37,groceries,2025-01-21
372,6954,188.99348062613882,55,dining,2025-01-23
373,4691,187.643608357444,38,entertainment,2025-01-21
374,4362,192.15871550113346,73,other,2025-01-08
375,8975,72.96327518679591,56,groceries,2025-01-25
376,1850,164.94590762920754,43,entertainment,2025-01-15
377,7628,183.79894279034616,58,other,2025-01-10
378,7720,98.43989657802075,54,health,2025-01-06
379,4419,150.45866240910647,53,health,2025-01-20
380,3361,144.18666773448172,50,dining,2025-01-08
381,1047,242.10753292841318,71,health,2025-01-18
382,9430,246.22480185062864,36,groceries,2025-01-02
383,9528,66.78218033348996,42,health,2025-01-18
384,3168,274.6963502863995,32,dining,2025-01-18
385,1287,104.2387139423338,50,clothing,2025-01-15
386,2104,199.03366471637128,74,groceries,2025-01-18
387,1608,198.52489904318654,52,dining,2025-01-27
388,8479,100.21548865790966,29,electronics,2025-01-23
389,9026,174.66338969195496,70,travel,2025-01-12
390,2379,144.6233127866968,63,groceries,2025-01-24
391,7719,177.71650023161953,43,entertainment,2025-01-26
392,2613,161.53361511903128,26,groceries,2025-01-05
393,4304,209.81697426851235,40,entertainment,2025-01-10
394,6393,153.76997715730312,63,clothing,2025-01-21
395,7478,141.60629652868442,50,groceries,2025-01-14
396,8870,204.80321165285903,28,other,2025-01-04
397,1403,179.01979824293016,27,health,2025-01-13
398,2767,186.5906697160444,73,entertainment,2025-01-11
399,3524,116.77066638707015,43,electronics,2025-01-20
400,3792,97.73686093007629,57,health,2025-01-14
401,9981,121.61389283736492,38,travel,2025-01-04
402,7995,118.95893071597057,23,dining,2025-01-02
403,3883,189.3099634326457,41,dining,2025-01-08
404,9745,198.79920251470259,57,electronics,2025-01-05
405,5493,142.24348552337997,37,entertainment,2025-01-24
406,5506,221.5459509412176,52,groceries,2025-01-08
407,4902,218.4234696882565,42,travel,2025-01-18
408,2294,162.16994582002695,37,other,2025-01-04
409,9408,108.905411422848,32,dining,2025-01-12
410,1125,228.768832471777,32,dining,2025-01-26
411,2568,146.94913244857958,32,travel,2025-01-18
412,3066,156.30825982154872,58,other,2025-01-08
413,3513,133.01974871967155,37,electronics,2025-01-21
414,2186,105.51048368514012,60,clothing,2025-01-14
415,1161,76.56802848423541,35,clothing,2025-01-07
416,7098,181.6434161778644,36,travel,2025-01-27
417,9722,110.82994730516899,70,entertainment,2025-01-26
418,2096,302.97656144984114,67,health,2025-01-16
419,3668,95.69632086937605,40,entertainment,2025-01-01
420,5556,87.1308762509315,33,other,2025-01-12
421,9346,175.50693578067205,58,health,2025-01-14
422,7247,226.46567394836478,21,electronics,2025-01-26
423,7894,153.22948284716108,44,other,2025-01-20
424,6229,178.6121210093637,52,other,2025-01-07
425,4752,57.822629127064516,56,electronics,2025-01-14
426,2797,116.12442271541167,24,entertainment,2025-01-05
427,8777,96.31921354312165,18,other,2025-01-13
428,8236,55.24770750260595,33,health,2025-01-15
429,1225,155.84901170119434,24,entertainment,2025-01-14
430,7437,37.85861891947833,46,dining,2025-01-12
431,1759,83.89020169562757,70,electronics,2025-01-12
432,7650,123.1403102993291,34,dining,2025-01-22
433,8432,108.4357082024462,43,travel,2025-01-14
434,2179,169.82042511035337,30,clothing,2025-01-02
435,4904,165.279009595124,20,clothing,2025-01-21
436,2113,194.68993729677283,58,health,2025-01-17
437,6104,187.61918663563392,32,entertainment,2025-01-19
438,9347,207.04063946806906,49,clothing,2025-01-20
439,1727,149.9040799995473,56,clothing,2025-01-05
440,4577,165.17334504083348,65,entertainment,2025-01-27
441,9757,175.57568509595956,28,clothing,2025-01-27
442,3708,157.08283486955128,51,dining,2025-01-04
443,2189,130.1402845041463,69,health,2025-01-06
444,5396,133.3778732830115,45,travel,2025-01-07
445,5574,109.12208008350173,20,groceries,2025-01-27
446,6965,171.08084149549148,32,entertainment,2025-01-26
447,3823,145.29924129574223,63,dining,2025-01-08
448,9599,116.84131246816176,63,travel,2025-01-18
449,5688,116.88775903377037,35,health,2025-01-07
450,3577,89.48006361086057,29,entertainment,2025-01-02
451,9641,198.94206706185997,34,clothing,2025-01-07
452,9322,153.93088347658937,31,travel,2025-01-03
453,5491,106.85999902133649,60,groceries,2025-01-23
454,1223,190.42738748010092,65,travel,2025-01-22
455,6371,121.97755951028135,20,other,2025-01-05
456,5996,79.67496864938836,60,travel,2025-01-16
457,2333,201.06111446095665,60,entertainment,2025-01-06
458,6705,123.14515052169435,52,health,2025-01-16
459,8566,129.5550454895605,67,dining,2025-01-25
460,1952,152.05900101745888,20,dining,2025-01-24
461,7509,207.12946113950574,57,health,2025-01-23
462,2262,151.00186454331558,25,groceries,2025-01-07
463,7738,90.04414369273849,69,health,2025-01-06
464,4771,177.193850205609,46,travel,2025-01-05
465,1058,125.7505137869138,23,dining,2025-01-04
466,9695,244.3961985764733,60,electronics,2025-01-17
467,2493,149.9440139001055,60,health,2025-01-18
468,6363,38.248225105066695,44,groceries,2025-01-24
469,2633,167.8682486077837,35,other,2025-01-03
470,9396,247.22988961301144,18,health,2025-01-08
471,7644,228.79601442726948,69,clothing,2025-01-20
472,8238,241.54771443782826,28,entertainment,2025-01-19
473,4888,99.01199073092683,66,electronics,2025-01-12
474,5205,195.60761979883893,51,entertainment,2025-01-05
475,6708,113.90027301316442,57,electronics,2025-01-14
476,8062,161.2144699708462,57,other,2025-01-05
477,8621,86.35237856301337,66,travel,2025-01-15
478,1160,117.77721175586419,19,groceries,2025-01-25
479,6971,116.18766513181924,74,health,2025-01-06
480,1982,194.9277640071308,20,electronics,2025-01-04
481,3591,190.03595608348277,74,dining,2025-01-20
482,8464,163.84098646654104,32,electronics,2025-01-01
483,3254,82.47892909723072,66,electronics,2025-01-27
484,8170,134.418028302514,22,groceries,2025-01-21
485,5166,112.69417585286371,44,clothing,2025-01-11
486,3093,193.48378783472455,48,travel,2025-01-10
487,4007,208.90924264085922,72,other,2025-01-11
488,5776,202.81927930154416,25,health,2025-01-11
489,7885,112.23902902914898,20,travel,2025-01-23
490,6453,13.023343885526032,54,dining,2025-01-22
491,9398,61.65190509349728,20,clothing,2025-01-06
492,8808,221.08134890411043,62,clothing,2025-01-05
493,7779,129.9372530340088,20,other,2025-01-15
494,6427,112.46376908674438,73,dining,2025-01-18
495,3608,232.13301467181168,48,dining,2025-01-20
496,4712,213.25799727441634,72,electronics,2025-01-09
497,2069,151.22243609598934,25,entertainment,2025-01-14
498,4367,135.3298454468013,33,travel,2025-01-03
499,9337,143.39493935934374,43,entertainment,2025-01-13
500,4832,161.35813991937331,19,dining,2025-01-19
501,2023,230.0023640659804,23,health,2025-01-09
502,6866,171.12337121186133,36,electronics,2025-01-09
503,9662,186.30145165195705,60,other,2025-01-13
504,8806,208.46350545350856,58,health,2025-01-24
505,3466,91.51619994877905,22,entertainment,2025-01-17
506,5084,187.74309462370215,21,health,2025-01-25
507,5778,135.27156226691943,55,electronics,2025-01-02
508,3230,24.195240211361707,38,clothing,2025-01-23
509,3417,43.59152290070941,63,electronics,2025-01-02
510,3129,99.09411942406572,34,travel,2025-01-09
511,9950,176.56116142962907,38,health,2025-01-12
512,7713,155.68997826701482,30,dining,2025-01-07
513,8566,159.2183353587832,33,travel,2025-01-27
514,8348,247.5471741343346,58,groceries,2025-01-25
515,9631,86.54551925700937,44,other,2025-01-16
516,1947,148.62833229081383,55,groceries,2025-01-13
517,8933,165.2217761406908,22,dining,2025-01-21
518,1598,113.18634417308323,48,travel,2025-01-20
519,5278,151.41633725414704,44,health,2025-01-13
520,6349,70.00253329578275,69,other,2025-01-23
521,4220,220.4953108637514,42,dining,2025-01-06
522,2315,115.91927237347831,23,dining,2025-01-08
523,2730,251.57000823892514,57,entertainment,2025-01-01
524,8421,148.37628380412724,26,dining,2025-01-04
525,3868,201.40267826995915,69,travel,2025-01-06
526,3792,147.33485655044228,39,travel,2025-01-17
527,9309,148.4628083869735,62,dining,2025-01-24
528,2294,120.7985333388996,55,entertainment,2025-01-16
529,9236,155.9561964683139,44,groceries,2025-01-13
530,9287,165.89993472070236,51,electronics,2025-01-08
531,6386,110.787074554241,28,entertainment,2025-01-03
532,2489,143.74777920700578,22,entertainment,2025-01-16
533,2402,119.49505669714432,61,dining,2025-01-04
534,3562,264.98320348074196,72,other,2025-01-22
535,6196,145.51346150441907,67,travel,2025-01-12
536,2382,227.26160758482797,35,health,2025-01-10
537,5100,140.2188834596156,38,dining,2025-01-01
538,2039,162.9643820767454,38,other,2025-01-07
539,5862,83.93179641773654,58,other,2025-01-01
540,1190,127.64637040660676,53,groceries,2025-01-20
541,7380,160.52673353946233,63,travel,2025-01-14
542,1498,229.30019154799334,71,dining,2025-01-22
543,2753,161.09913888381357,40,other,2025-01-16
544,2571,219.18601805964994,55,dining,2025-01-26
545,8478,182.03645551014603,46,electronics,2025-01-22
546,1480,231.3700669732343,72,groceries,2025-01-04
547,4862,147.04788913474724,38,groceries,2025-01-04
548,6319,269.5111355325902,28,groceries,2025-01-25
549,5643,125.73018985429385,39,electronics,2025-01-08
